formula,anon,label
"Tl: 3, Cr: 1","elem_2582: 3, elem_2802: 1",1
"Tl: 3, Ir: 1","elem_2582: 3, elem_7311: 1",1
"Tl: 3, Pb: 1","elem_2582: 3, elem_5427: 1",1
"Tl: 3, Si: 1","elem_2582: 3, elem_1995: 1",1
"Tl: 3, V: 1, S: 4","elem_2582: 3, elem_4182: 1, elem_9062: 4",0
"Tl: 4, Cd: 1, I: 6","elem_2582: 4, elem_1400: 1, elem_7655: 6",0
"Tl: 4, Cu: 1, Te: 1, O: 6","elem_2582: 4, elem_1377: 1, elem_4345: 1, elem_9902: 6",0
"Tl: 4, In: 3, Ga: 1, S: 8","elem_2582: 4, elem_2476: 3, elem_6849: 1, elem_9062: 8",0
"Tl: 5, Te: 3","elem_2582: 5, elem_4345: 3",1
"Tl: 6, Cu: 1, Te: 2, O: 10","elem_2582: 6, elem_1377: 1, elem_4345: 2, elem_9902: 10",0
"Tl: 8, Os: 8, O: 27","elem_2582: 8, elem_4043: 8, elem_9902: 27",1
"Tl: 9, Sb: 1, Se: 6","elem_2582: 9, elem_3476: 1, elem_7611: 6",1
"Tl: 1, Ag: 1, Se: 2","elem_2582: 1, elem_3063: 1, elem_7611: 2",0
"Tl: 1, Ag: 1, Te: 2","elem_2582: 1, elem_3063: 1, elem_4345: 2",0
"Tl: 1, As: 1, S: 2","elem_2582: 1, elem_2057: 1, elem_9062: 2",0
"Tl: 1, As: 1, Se: 2","elem_2582: 1, elem_2057: 1, elem_7611: 2",0
"Tl: 1, Bi: 1, Te: 2","elem_2582: 1, elem_9183: 1, elem_4345: 2",0
"Tl: 1, Bi: 1, Te: 3","elem_2582: 1, elem_9183: 1, elem_4345: 3",0
"Tl: 1, Br: 1","elem_2582: 1, elem_1698: 1",0
"Tl: 1, Cd: 1, S: 2","elem_2582: 1, elem_1400: 1, elem_9062: 2",0
"Tl: 1, Cl: 1","elem_2582: 1, elem_7530: 1",0
"Tl: 1, Co: 1, Bi: 1","elem_2582: 1, elem_9394: 1, elem_9183: 1",1
"Tl: 1, Co: 1, Mo: 2","elem_2582: 1, elem_9394: 1, elem_3373: 2",1
"Tl: 1, Cr: 5, Se: 6, S: 2","elem_2582: 1, elem_2802: 5, elem_7611: 6, elem_9062: 2",0
"Tl: 1, Cr: 5, Se: 4, S: 4","elem_2582: 1, elem_2802: 5, elem_7611: 4, elem_9062: 4",0
"Tl: 1, Cr: 5, Se: 2, S: 6","elem_2582: 1, elem_2802: 5, elem_7611: 2, elem_9062: 6",0
"Tl: 1, Cr: 5, S: 8","elem_2582: 1, elem_2802: 5, elem_9062: 8",0
"Tl: 1, Cr: 5, Se: 3, S: 5","elem_2582: 1, elem_2802: 5, elem_7611: 3, elem_9062: 5",0
"Tl: 1, Cr: 5, Se: 5, S: 3","elem_2582: 1, elem_2802: 5, elem_7611: 5, elem_9062: 3",0
"Tl: 1, Cr: 5, Se: 7, S: 1","elem_2582: 1, elem_2802: 5, elem_7611: 7, elem_9062: 1",0
"Tl: 1, Cr: 5, Se: 8","elem_2582: 1, elem_2802: 5, elem_7611: 8",0
"Tl: 1, Cr: 5, Se: 1, S: 7","elem_2582: 1, elem_2802: 5, elem_7611: 1, elem_9062: 7",0
"Tl: 1, Cu: 1, Cl: 3","elem_2582: 1, elem_1377: 1, elem_7530: 3",0
"Tl: 1, Cu: 1, Se: 2","elem_2582: 1, elem_1377: 1, elem_7611: 2",0
"Tl: 1, Fe: 1, I: 3","elem_2582: 1, elem_7694: 1, elem_7655: 3",1
"Tl: 1, Ga: 1, S: 2","elem_2582: 1, elem_6849: 1, elem_9062: 2",0
"Tl: 1, Ga: 1, Se: 2","elem_2582: 1, elem_6849: 1, elem_7611: 2",0
"Tl: 1, Ga: 1, Te: 2","elem_2582: 1, elem_6849: 1, elem_4345: 2",0
"Tl: 1, Hg: 6, S: 4, Br: 5","elem_2582: 1, elem_7286: 6, elem_9062: 4, elem_1698: 5",0
"Tl: 1, Hg: 6, Se: 4, Br: 5","elem_2582: 1, elem_7286: 6, elem_7611: 4, elem_1698: 5",0
"Tl: 1, In: 1, Ge: 1, S: 4","elem_2582: 1, elem_2476: 1, elem_6419: 1, elem_9062: 4",0
"Tl: 1, In: 1, Hg: 1, S: 3","elem_2582: 1, elem_2476: 1, elem_7286: 1, elem_9062: 3",0
"Tl: 1, In: 1, S: 2","elem_2582: 1, elem_2476: 1, elem_9062: 2",0
"Tl: 1, In: 1, Se: 2","elem_2582: 1, elem_2476: 1, elem_7611: 2",0
"Tl: 1, In: 1, Te: 2","elem_2582: 1, elem_2476: 1, elem_4345: 2",0
"Tl: 1, N: 1","elem_2582: 1, elem_4922: 1",0
"Tl: 1, N: 3","elem_2582: 1, elem_4922: 3",0
"Tl: 1, Ni: 1","elem_2582: 1, elem_7611: 1",1
"Tl: 1, P: 1, S: 2","elem_2582: 1, elem_4874: 1, elem_9062: 2",0
"Tl: 1, P: 1, Se: 2","elem_2582: 1, elem_4874: 1, elem_7611: 2",0
"Tl: 1, S: 1","elem_2582: 1, elem_9062: 1",0
"Tl: 1, S: 2","elem_2582: 1, elem_9062: 2",0
"Tl: 1, Sb: 1, S: 2","elem_2582: 1, elem_3476: 1, elem_9062: 2",0
"Tl: 1, Sb: 1, Se: 2","elem_2582: 1, elem_3476: 1, elem_7611: 2",0
"Tl: 1, Sb: 1, Te: 3","elem_2582: 1, elem_3476: 1, elem_4345: 3",0
"Tl: 1, Se: 1","elem_2582: 1, elem_7611: 1",0
"Tl: 1, Sn: 1","elem_2582: 1, elem_8076: 1",1
"Tl: 1, Sn: 1, Au: 1, Se: 3","elem_2582: 1, elem_8076: 1, elem_4442: 1, elem_7611: 3",0
"Tl: 1, Te: 1","elem_2582: 1, elem_4345: 1",1
"Tl: 1, Te: 1, P: 1","elem_2582: 1, elem_4345: 1, elem_4874: 1",0
"Tl: 1, Zn: 2, Tc: 1","elem_2582: 1, elem_7038: 2, elem_3775: 1",1
"Tm: 1, Co: 2, Si: 2","elem_6361: 1, elem_9394: 2, elem_1995: 2",1
"Tm: 1, Cu: 2, Ge: 2","elem_6361: 1, elem_1377: 2, elem_6419: 2",1
"Tm: 1, Cu: 2, S: 2","elem_6361: 1, elem_1377: 2, elem_9062: 2",1
"Tm: 1, Cu: 3, Te: 3","elem_6361: 1, elem_1377: 3, elem_4345: 3",0
"Tm: 1, Fe: 2, Si: 2","elem_6361: 1, elem_7694: 2, elem_1995: 2",1
"Tm: 1, Ge: 2, Ru: 2","elem_6361: 1, elem_6419: 2, elem_9197: 2",1
"Tm: 1, Mn: 6, Ge: 6","elem_6361: 1, elem_1223: 6, elem_6419: 6",1
"Tm: 1, Ni: 2, Ge: 2","elem_6361: 1, elem_7611: 2, elem_6419: 2",1
"Tm: 1, Si: 2, Os: 2","elem_6361: 1, elem_1995: 2, elem_4043: 2",1
"Tm: 2, Al: 1, Os: 1","elem_6361: 2, elem_3486: 1, elem_4043: 1",1
"Tm: 2, Cd: 1, Hg: 1","elem_6361: 2, elem_1400: 1, elem_7286: 1",1
"Tm: 2, Cu: 1, Tc: 1","elem_6361: 2, elem_1377: 1, elem_3775: 1",1
"Tm: 2, Ga: 10, Os: 3","elem_6361: 2, elem_6849: 10, elem_4043: 3",1
"Tm: 2, In: 1","elem_6361: 2, elem_2476: 1",1
"Tm: 2, Ir: 1, Pd: 1","elem_6361: 2, elem_7311: 1, elem_8322: 1",1
"Tm: 2, Mg: 1, Ru: 1","elem_6361: 2, elem_7398: 1, elem_9197: 1",1
"Tm: 2, Mg: 1, Tl: 1","elem_6361: 2, elem_7398: 1, elem_2582: 1",1
"Tm: 2, O: 3","elem_6361: 2, elem_9902: 3",0
"Tm: 2, Ru: 2, O: 7","elem_6361: 2, elem_9197: 2, elem_9902: 7",1
"Tm: 2, Zn: 1, Ag: 1","elem_6361: 2, elem_7038: 1, elem_3063: 1",1
"Tm: 2, Zn: 1, Ga: 1","elem_6361: 2, elem_7038: 1, elem_6849: 1",1
"Tm: 2, Zn: 1, Hg: 1","elem_6361: 2, elem_7038: 1, elem_7286: 1",1
"Tm: 2, Zn: 1, Os: 1","elem_6361: 2, elem_7038: 1, elem_4043: 1",1
"Tm: 3, Ge: 4, Pd: 4","elem_6361: 3, elem_6419: 4, elem_8322: 4",1
"Tm: 3, Ga: 1, C: 1","elem_6361: 3, elem_6849: 1, elem_2375: 1",1
"Tm: 4, In: 1, Ni: 2, Ge: 4","elem_6361: 4, elem_2476: 1, elem_7611: 2, elem_6419: 4",1
"Tm: 4, Sb: 2, Se: 11.68","elem_6361: 4, elem_3476: 2, elem_7611: 11.68",0
"Tm: 5, Ge: 10, Rh: 4","elem_6361: 5, elem_6419: 10, elem_6928: 4",1
"Tm: 5, Ti: 5, O: 17","elem_6361: 5, elem_7235: 5, elem_9902: 17",1
"Tm: 1, Al: 4, Ni: 1","elem_6361: 1, elem_3486: 4, elem_7611: 1",1
"Tm: 1, Al: 1, Cu: 1","elem_6361: 1, elem_3486: 1, elem_1377: 1",1
"Tm: 1, As: 1","elem_6361: 1, elem_2057: 1",0
"Tm: 1, Au: 1","elem_6361: 1, elem_4442: 1",1
"Tm: 1, Au: 2","elem_6361: 1, elem_4442: 2",1
"Tm: 1, B: 2, C: 1","elem_6361: 1, elem_8033: 2, elem_2375: 1",1
"Tm: 1, B: 1, Pd: 3","elem_6361: 1, elem_8033: 1, elem_8322: 3",1
"Tm: 1, B: 1, Rh: 3","elem_6361: 1, elem_8033: 1, elem_6928: 3",1
"Tm: 1, Cd: 1, Ag: 2","elem_6361: 1, elem_1400: 1, elem_3063: 2",1
"Tm: 1, Co: 1, Si: 2","elem_6361: 1, elem_9394: 1, elem_1995: 2",1
"Tm: 1, Cu: 4, Ag: 1","elem_6361: 1, elem_1377: 4, elem_3063: 1",1
"Tm: 1, Cu: 1, Si: 1","elem_6361: 1, elem_1377: 1, elem_1995: 1",1
"Tm: 1, Ge: 1","elem_6361: 1, elem_6419: 1",1
"Tm: 1, H: 2","elem_6361: 1, elem_9158: 2",1
"Tm: 1, In: 3","elem_6361: 1, elem_2476: 3",1
"Tm: 1, Lu: 1, Pd: 2","elem_6361: 1, elem_2196: 1, elem_8322: 2",1
"Tm: 1, Mg: 2, Sc: 1","elem_6361: 1, elem_7398: 2, elem_1684: 1",1
"Tm: 1, Mg: 1, Ag: 2","elem_6361: 1, elem_7398: 1, elem_3063: 2",1
"Tm: 1, Mg: 1, Cd: 2","elem_6361: 1, elem_7398: 1, elem_1400: 2",1
"Tm: 1, Mn: 1, Ge: 1","elem_6361: 1, elem_1223: 1, elem_6419: 1",1
"Tm: 1, Mn: 1, O: 3","elem_6361: 1, elem_1223: 1, elem_9902: 3",1
"Tm: 1, Pd: 1","elem_6361: 1, elem_8322: 1",1
"Tm: 1, Sb: 1","elem_6361: 1, elem_3476: 1",1
"Tm: 1, Sc: 1, Hg: 2","elem_6361: 1, elem_1684: 1, elem_7286: 2",1
"Tm: 1, Sn: 1, Rh: 1","elem_6361: 1, elem_8076: 1, elem_6928: 1",1
"Tm: 1, Sn: 1, Ru: 2","elem_6361: 1, elem_8076: 1, elem_9197: 2",1
"Tm: 1, Th: 1, Ru: 2","elem_6361: 1, elem_3982: 1, elem_9197: 2",1
"Tm: 1, Tl: 1","elem_6361: 1, elem_2582: 1",1
"Tm: 1, U: 2, S: 3, O: 2","elem_6361: 1, elem_8131: 2, elem_9062: 3, elem_9902: 2",1
"U: 1, Al: 8, Fe: 4","elem_8131: 1, elem_3486: 8, elem_7694: 4",1
"U: 1, B: 4, H: 16","elem_8131: 1, elem_8033: 4, elem_9158: 16",1
"U: 1, Co: 2, Ge: 2","elem_8131: 1, elem_9394: 2, elem_6419: 2",1
"U: 1, Cr: 4, C: 4","elem_8131: 1, elem_2802: 4, elem_2375: 4",1
"U: 1, Cu: 2, P: 2","elem_8131: 1, elem_1377: 2, elem_4874: 2",1
"U: 1, Mn: 2, Si: 2","elem_8131: 1, elem_1223: 2, elem_1995: 2",1
"U: 1, Si: 2, Ni: 2","elem_8131: 1, elem_1995: 2, elem_7611: 2",1
"U: 11, O: 5","elem_8131: 11, elem_9902: 5",1
"U: 2, Co: 21, B: 6","elem_8131: 2, elem_9394: 21, elem_8033: 6",1
"U: 2, Al: 3, C: 4","elem_8131: 2, elem_3486: 3, elem_2375: 4",1
"U: 2, Al: 1, Co: 2","elem_8131: 2, elem_3486: 1, elem_9394: 2",1
"U: 2, Al: 1, Co: 3","elem_8131: 2, elem_3486: 1, elem_9394: 3",1
"U: 2, Cl: 5, O: 2","elem_8131: 2, elem_7530: 5, elem_9902: 2",1
"U: 2, Cr: 30, P: 19","elem_8131: 2, elem_2802: 30, elem_4874: 19",1
"U: 2, Cu: 2, As: 3, O: 1","elem_8131: 2, elem_1377: 2, elem_2057: 3, elem_9902: 1",1
"U: 2, Mn: 1, N: 3","elem_8131: 2, elem_1223: 1, elem_4922: 3",1
"U: 2, Re: 2, C: 3","elem_8131: 2, elem_3031: 2, elem_2375: 3",1
"U: 2, Sn: 1, Rh: 2","elem_8131: 2, elem_8076: 1, elem_6928: 2",1
"U: 2, Te: 1, N: 2","elem_8131: 2, elem_4345: 1, elem_4922: 2",1
"U: 2, Ti: 1","elem_8131: 2, elem_7235: 1",1
"U: 2, Zn: 17","elem_8131: 2, elem_7038: 17",1
"U: 3, Bi: 4","elem_8131: 3, elem_9183: 4",1
"U: 3, Cu: 2, Se: 7","elem_8131: 3, elem_1377: 2, elem_7611: 7",1
"U: 3, Nb: 1","elem_8131: 3, elem_9559: 1",1
"U: 3, Ni: 3, Sn: 4","elem_8131: 3, elem_7611: 3, elem_8076: 4",1
"U: 3, Se: 4","elem_8131: 3, elem_7611: 4",1
"U: 4, N: 7","elem_8131: 4, elem_4922: 7",1
"U: 4, Re: 7, Si: 6","elem_8131: 4, elem_3031: 7, elem_1995: 6",1
"U: 4, S: 3","elem_8131: 4, elem_9062: 3",1
"U: 5, Ge: 3","elem_8131: 5, elem_6419: 3",1
"U: 6, Co: 1","elem_8131: 6, elem_9394: 1",1
"U: 1, Al: 3","elem_8131: 1, elem_3486: 3",1
"U: 1, Al: 4","elem_8131: 1, elem_3486: 4",1
"U: 1, Al: 1, Ni: 4","elem_8131: 1, elem_3486: 1, elem_7611: 4",1
"U: 1, Au: 2","elem_8131: 1, elem_4442: 2",1
"U: 1, Co: 4, Sn: 1","elem_8131: 1, elem_9394: 4, elem_8076: 1",1
"U: 1, Co: 1, Si: 1","elem_8131: 1, elem_9394: 1, elem_1995: 1",1
"U: 1, Cu: 1, P: 2","elem_8131: 1, elem_1377: 1, elem_4874: 2",1
"U: 1, Fe: 5, Si: 3","elem_8131: 1, elem_7694: 5, elem_1995: 3",1
"U: 1, Fe: 1, Si: 1","elem_8131: 1, elem_7694: 1, elem_1995: 1",1
"U: 1, Ga: 2","elem_8131: 1, elem_6849: 2",1
"U: 1, Ga: 3, Ni: 1","elem_8131: 1, elem_6849: 3, elem_7611: 1",1
"U: 1, Ga: 5, Ir: 1","elem_8131: 1, elem_6849: 5, elem_7311: 1",1
"U: 1, Ga: 1, Ni: 1","elem_8131: 1, elem_6849: 1, elem_7611: 1",1
"U: 1, Ge: 1, Rh: 1","elem_8131: 1, elem_6419: 1, elem_6928: 1",1
"U: 1, Hg: 3, Te: 2, Cl: 6","elem_8131: 1, elem_7286: 3, elem_4345: 2, elem_7530: 6",0
"U: 1, Hg: 4, As: 2, Cl: 6","elem_8131: 1, elem_7286: 4, elem_2057: 2, elem_7530: 6",0
"U: 1, Ni: 1, Sn: 1","elem_8131: 1, elem_7611: 1, elem_8076: 1",1
"U: 1, O: 1","elem_8131: 1, elem_9902: 1",0
"U: 1, O: 2","elem_8131: 1, elem_9902: 2",0
"U: 1, P: 2, S: 7","elem_8131: 1, elem_4874: 2, elem_9062: 7",0
"U: 1, P: 2, S: 9","elem_8131: 1, elem_4874: 2, elem_9062: 9",0
"U: 1, Pt: 3","elem_8131: 1, elem_4859: 3",1
"U: 1, Sb: 1, Se: 1","elem_8131: 1, elem_3476: 1, elem_7611: 1",1
"U: 1, Se: 1, S: 1","elem_8131: 1, elem_7611: 1, elem_9062: 1",1
"U: 1, Si: 3","elem_8131: 1, elem_1995: 3",1
"U: 1, V: 1, C: 2","elem_8131: 1, elem_4182: 1, elem_2375: 2",1
"V: 12, P: 7","elem_4182: 12, elem_4874: 7",1
"V: 2, O: 3, F: 3","elem_4182: 2, elem_9902: 3, elem_6130: 3",1
"V: 2, Bi: 4, O: 11","elem_4182: 2, elem_9183: 4, elem_9902: 11",0
"V: 2, Cd: 2, Te: 2, O: 11","elem_4182: 2, elem_1400: 2, elem_4345: 2, elem_9902: 11",0
"V: 2, Ga: 1, Sn: 2","elem_4182: 2, elem_6849: 1, elem_8076: 2",1
"V: 2, N: 1, O: 1","elem_4182: 2, elem_4922: 1, elem_9902: 1",1
"V: 2, O: 5","elem_4182: 2, elem_9902: 5",0
"V: 2, Os: 1, Ru: 1","elem_4182: 2, elem_4043: 1, elem_9197: 1",1
"V: 2, Pb: 4, Se: 6, O: 21","elem_4182: 2, elem_5427: 4, elem_7611: 6, elem_9902: 21",0
"V: 2, Sb: 1, P: 3, O: 12","elem_4182: 2, elem_3476: 1, elem_4874: 3, elem_9902: 12",1
"V: 2, Si: 2, O: 7","elem_4182: 2, elem_1995: 2, elem_9902: 7",1
"V: 2, Tc: 1, Ru: 1","elem_4182: 2, elem_3775: 1, elem_9197: 1",1
"V: 2, Zn: 3, Te: 1, O: 10","elem_4182: 2, elem_7038: 3, elem_4345: 1, elem_9902: 10",0
"V: 2, Zn: 1, O: 4","elem_4182: 2, elem_7038: 1, elem_9902: 4",1
"V: 3, H: 4, O: 8","elem_4182: 3, elem_9158: 4, elem_9902: 8",1
"V: 3, Ag: 1","elem_4182: 3, elem_3063: 1",1
"V: 3, As: 2, O: 9","elem_4182: 3, elem_2057: 2, elem_9902: 9",0
"V: 3, Bi: 1, Pb: 3, O: 12","elem_4182: 3, elem_9183: 1, elem_5427: 3, elem_9902: 12",0
"V: 3, Cd: 4, Te: 3, O: 15","elem_4182: 3, elem_1400: 4, elem_4345: 3, elem_9902: 15",0
"V: 3, Cr: 1, O: 10","elem_4182: 3, elem_2802: 1, elem_9902: 10",1
"V: 3, Cu: 1","elem_4182: 3, elem_1377: 1",1
"V: 3, Cu: 1, O: 8","elem_4182: 3, elem_1377: 1, elem_9902: 8",1
"V: 3, Pb: 2, Se: 5, O: 18","elem_4182: 3, elem_5427: 2, elem_7611: 5, elem_9902: 18",0
"V: 3, Pt: 1","elem_4182: 3, elem_4859: 1",1
"V: 3, Re: 1","elem_4182: 3, elem_3031: 1",1
"V: 3, Si: 1","elem_4182: 3, elem_1995: 1",1
"V: 3, Si: 1, Ni: 2","elem_4182: 3, elem_1995: 1, elem_7611: 2",1
"V: 4, Zn: 1, O: 8","elem_4182: 4, elem_7038: 1, elem_9902: 8",1
"V: 5, Si: 1, B: 2","elem_4182: 5, elem_1995: 1, elem_8033: 2",1
"V: 6, Ag: 1, O: 15","elem_4182: 6, elem_3063: 1, elem_9902: 15",1
"V: 6, Pb: 1, O: 11","elem_4182: 6, elem_5427: 1, elem_9902: 11",1
"V: 8, O: 1","elem_4182: 8, elem_9902: 1",1
"V: 1, Ag: 1, I: 2, O: 8","elem_4182: 1, elem_3063: 1, elem_7655: 2, elem_9902: 8",0
"V: 1, Ag: 1, P: 2, Se: 6","elem_4182: 1, elem_3063: 1, elem_4874: 2, elem_7611: 6",1
"V: 1, Ag: 2, I: 3, O: 11","elem_4182: 1, elem_3063: 2, elem_7655: 3, elem_9902: 11",0
"V: 1, B: 2","elem_4182: 1, elem_8033: 2",1
"V: 1, Bi: 1, Se: 2, O: 8","elem_4182: 1, elem_9183: 1, elem_7611: 2, elem_9902: 8",0
"V: 1, Bi: 24, O: 41","elem_4182: 1, elem_9183: 24, elem_9902: 41",0
"V: 1, Co: 1","elem_4182: 1, elem_9394: 1",1
"V: 1, Cu: 3, P: 4, O: 16","elem_4182: 1, elem_1377: 3, elem_4874: 4, elem_9902: 16",1
"V: 1, Cu: 3, S: 4","elem_4182: 1, elem_1377: 3, elem_9062: 4",0
"V: 1, Fe: 1, Ru: 2","elem_4182: 1, elem_7694: 1, elem_9197: 2",1
"V: 1, Fe: 1, Sb: 1","elem_4182: 1, elem_7694: 1, elem_3476: 1",0
"V: 1, Ga: 1, Te: 2, O: 8","elem_4182: 1, elem_6849: 1, elem_4345: 2, elem_9902: 8",0
"V: 1, In: 1, Ni: 2, O: 6","elem_4182: 1, elem_2476: 1, elem_7611: 2, elem_9902: 6",0
"V: 1, Ir: 1","elem_4182: 1, elem_7311: 1",1
"V: 1, Ir: 3","elem_4182: 1, elem_7311: 3",1
"V: 1, Ni: 2","elem_4182: 1, elem_7611: 2",1
"V: 1, Ni: 5, P: 6, O: 24","elem_4182: 1, elem_7611: 5, elem_4874: 6, elem_9902: 24",1
"V: 1, O: 1","elem_4182: 1, elem_9902: 1",0
"V: 1, O: 2","elem_4182: 1, elem_9902: 2",0
"V: 1, P: 1","elem_4182: 1, elem_4874: 1",1
"V: 1, P: 4","elem_4182: 1, elem_4874: 4",1
"V: 1, P: 1, O: 4","elem_4182: 1, elem_4874: 1, elem_9902: 4",1
"V: 1, Pt: 2","elem_4182: 1, elem_4859: 2",1
"V: 1, Sb: 1","elem_4182: 1, elem_3476: 1",1
"V: 1, Tc: 1","elem_4182: 1, elem_3775: 1",1
"V: 1, Te: 2","elem_4182: 1, elem_4345: 2",1
"V: 1, Te: 1, H: 1, O: 5","elem_4182: 1, elem_4345: 1, elem_9158: 1, elem_9902: 5",0
"V: 1, Zn: 2, Bi: 1, O: 6","elem_4182: 1, elem_7038: 2, elem_9183: 1, elem_9902: 6",0
"V: 1, Zn: 1, Ru: 2","elem_4182: 1, elem_7038: 1, elem_9197: 2",1
"W: 2, C: 1","elem_7486: 2, elem_2375: 1",1
"W: 2, N: 1","elem_7486: 2, elem_4922: 1",1
"W: 3, O: 7, F: 1","elem_7486: 3, elem_9902: 7, elem_6130: 1",1
"W: 1, Cl: 3","elem_7486: 1, elem_7530: 3",1
"W: 1, O: 3","elem_7486: 1, elem_9902: 3",0
"W: 1, Se: 2","elem_7486: 1, elem_7611: 2",0
"Y: 1, Al: 8, Cu: 4","elem_3272: 1, elem_3486: 8, elem_1377: 4",1
"Y: 1, Al: 10, Fe: 2","elem_3272: 1, elem_3486: 10, elem_7694: 2",1
"Y: 1, Al: 2, Si: 2","elem_3272: 1, elem_3486: 2, elem_1995: 2",1
"Y: 1, Cr: 2, Si: 2","elem_3272: 1, elem_2802: 2, elem_1995: 2",1
"Y: 1, Cu: 3, Se: 3","elem_3272: 1, elem_1377: 3, elem_7611: 3",0
"Y: 1, Cu: 2, Si: 2","elem_3272: 1, elem_1377: 2, elem_1995: 2",1
"Y: 1, Cu: 3, Te: 3","elem_3272: 1, elem_1377: 3, elem_4345: 3",0
"Y: 1, Fe: 2, Si: 2","elem_3272: 1, elem_7694: 2, elem_1995: 2",1
"Y: 1, Ni: 2, P: 2","elem_3272: 1, elem_7611: 2, elem_4874: 2",1
"Y: 1, Re: 4, Si: 2","elem_3272: 1, elem_3031: 4, elem_1995: 2",1
"Y: 1, Si: 2, Pt: 2","elem_3272: 1, elem_1995: 2, elem_4859: 2",1
"Y: 1, Si: 2, Rh: 2","elem_3272: 1, elem_1995: 2, elem_6928: 2",1
"Y: 1, Si: 2, Ru: 2","elem_3272: 1, elem_1995: 2, elem_9197: 2",1
"Y: 1, Ti: 2, Ga: 4","elem_3272: 1, elem_7235: 2, elem_6849: 4",1
"Y: 2, Al: 1, Zn: 1","elem_3272: 2, elem_3486: 1, elem_7038: 1",1
"Y: 2, C: 3","elem_3272: 2, elem_2375: 3",1
"Y: 2, Cu: 1, O: 4","elem_3272: 2, elem_1377: 1, elem_9902: 4",1
"Y: 2, Fe: 2, Si: 2, C: 1","elem_3272: 2, elem_7694: 2, elem_1995: 2, elem_2375: 1",1
"Y: 2, Ge: 2, O: 7","elem_3272: 2, elem_6419: 2, elem_9902: 7",1
"Y: 2, Ge: 5, Ir: 3","elem_3272: 2, elem_6419: 5, elem_7311: 3",1
"Y: 2, Mo: 2, O: 7","elem_3272: 2, elem_3373: 2, elem_9902: 7",1
"Y: 2, O: 3","elem_3272: 2, elem_9902: 3",0
"Y: 2, Re: 1, B: 6","elem_3272: 2, elem_3031: 1, elem_8033: 6",1
"Y: 2, Ru: 2, O: 7","elem_3272: 2, elem_9197: 2, elem_9902: 7",1
"Y: 2, S: 3","elem_3272: 2, elem_9062: 3",0
"Y: 2, U: 3, O: 11","elem_3272: 2, elem_8131: 3, elem_9902: 11",1
"Y: 3, Fe: 62, B: 14","elem_3272: 3, elem_7694: 62, elem_8033: 14",1
"Y: 3, Al: 3, Ni: 1, Ge: 2","elem_3272: 3, elem_3486: 3, elem_7611: 1, elem_6419: 2",1
"Y: 3, Fe: 29","elem_3272: 3, elem_7694: 29",1
"Y: 3, Ga: 1, Co: 3","elem_3272: 3, elem_6849: 1, elem_9394: 3",1
"Y: 3, Ga: 1, S: 6","elem_3272: 3, elem_6849: 1, elem_9062: 6",0
"Y: 3, Ge: 4","elem_3272: 3, elem_6419: 4",1
"Y: 3, Si: 3, Pd: 2","elem_3272: 3, elem_1995: 3, elem_8322: 2",1
"Y: 3, Tm: 1","elem_3272: 3, elem_6361: 1",1
"Y: 4, As: 1, Se: 3","elem_3272: 4, elem_2057: 1, elem_7611: 3",1
"Y: 4, C: 7","elem_3272: 4, elem_2375: 7",1
"Y: 4, Cu: 1, Te: 8","elem_3272: 4, elem_1377: 1, elem_4345: 8",1
"Y: 4, Ga: 1, Sb: 1, S: 9","elem_3272: 4, elem_6849: 1, elem_3476: 1, elem_9062: 9",0
"Y: 4, U: 1, S: 5, O: 3","elem_3272: 4, elem_8131: 1, elem_9062: 5, elem_9902: 3",0
"Y: 6, Zn: 1, Si: 2, S: 14","elem_3272: 6, elem_7038: 1, elem_1995: 2, elem_9062: 14",0
"Y: 1, Ag: 1, O: 3","elem_3272: 1, elem_3063: 1, elem_9902: 3",1
"Y: 1, Al: 1, Ge: 1","elem_3272: 1, elem_3486: 1, elem_6419: 1",1
"Y: 1, Al: 1, Pd: 1","elem_3272: 1, elem_3486: 1, elem_8322: 1",1
"Y: 1, As: 1","elem_3272: 1, elem_2057: 1",1
"Y: 1, B: 2, C: 1","elem_3272: 1, elem_8033: 2, elem_2375: 1",1
"Y: 1, B: 2, Rh: 2, C: 1","elem_3272: 1, elem_8033: 2, elem_6928: 2, elem_2375: 1",1
"Y: 1, B: 66","elem_3272: 1, elem_8033: 66",0
"Y: 1, Bi: 1","elem_3272: 1, elem_9183: 1",1
"Y: 1, Cd: 4, B: 3, O: 10","elem_3272: 1, elem_1400: 4, elem_8033: 3, elem_9902: 10",0
"Y: 1, Cd: 1, Hg: 2","elem_3272: 1, elem_1400: 1, elem_7286: 2",1
"Y: 1, Cd: 1, Pd: 2","elem_3272: 1, elem_1400: 1, elem_8322: 2",1
"Y: 1, Cd: 1, Pt: 2","elem_3272: 1, elem_1400: 1, elem_4859: 2",1
"Y: 1, Co: 2","elem_3272: 1, elem_9394: 2",1
"Y: 1, Co: 1, O: 3","elem_3272: 1, elem_9394: 1, elem_9902: 3",1
"Y: 1, Cu: 3, W: 4, O: 12","elem_3272: 1, elem_1377: 3, elem_7486: 4, elem_9902: 12",1
"Y: 1, Cu: 1, O: 2","elem_3272: 1, elem_1377: 1, elem_9902: 2",0
"Y: 1, Er: 1, Rh: 2","elem_3272: 1, elem_1966: 1, elem_6928: 2",1
"Y: 1, H: 2","elem_3272: 1, elem_9158: 2",1
