text_name,text_anon,label
Protein A: PSMC4 ; Protein B: PSMC6,Protein A: PROT_0401 ; Protein B: PROT_2393,1
Protein A: MRPL27 ; Protein B: MRPS34,Protein A: PROT_0942 ; Protein B: PROT_0742,1
Protein A: PPP4C ; Protein B: SNRPG,Protein A: PROT_1134 ; Protein B: PROT_0505,0
Protein A: DTL ; Protein B: MED28,Protein A: PROT_2534 ; Protein B: PROT_1359,0
Protein A: RBBP4 ; Protein B: CBX4,Protein A: PROT_2062 ; Protein B: PROT_1658,1
Protein A: MRPL22 ; Protein B: P2RX7,Protein A: PROT_0177 ; Protein B: PROT_2274,0
Protein A: NDUFA7 ; Protein B: NDUFS3,Protein A: PROT_0912 ; Protein B: PROT_1995,1
Protein A: CLP1 ; Protein B: H3C2,Protein A: PROT_1752 ; Protein B: PROT_1585,0
Protein A: ZSWIM7 ; Protein B: EMC10,Protein A: PROT_3049 ; Protein B: PROT_0738,0
Protein A: NTRK1 ; Protein B: EGF,Protein A: PROT_1102 ; Protein B: PROT_0827,1
Protein A: AP4M1 ; Protein B: AP2A2,Protein A: PROT_1214 ; Protein B: PROT_1305,1
Protein A: SEMA3A ; Protein B: PLXNA3,Protein A: PROT_0064 ; Protein B: PROT_3250,1
Protein A: COX5A ; Protein B: TMOD4,Protein A: PROT_2096 ; Protein B: PROT_1781,0
Protein A: MED1 ; Protein B: UBA52,Protein A: PROT_2146 ; Protein B: PROT_2560,1
Protein A: PDRG1 ; Protein B: EAF1,Protein A: PROT_1243 ; Protein B: PROT_2125,0
Protein A: ITGB1 ; Protein B: MRPL16,Protein A: PROT_1039 ; Protein B: PROT_1397,0
Protein A: NDUFAB1 ; Protein B: MT-ND3,Protein A: PROT_0082 ; Protein B: PROT_0008,1
Protein A: LSM3 ; Protein B: B3GALNT1,Protein A: PROT_3149 ; Protein B: PROT_0233,0
Protein A: TCP1 ; Protein B: PPP2CA,Protein A: PROT_0367 ; Protein B: PROT_1534,1
Protein A: RSL1D1 ; Protein B: NOP56,Protein A: PROT_2941 ; Protein B: PROT_1369,1
Protein A: RPL23 ; Protein B: RPL10,Protein A: PROT_3282 ; Protein B: PROT_2108,1
Protein A: ELOA ; Protein B: PIK3R1,Protein A: PROT_0567 ; Protein B: PROT_1418,0
Protein A: RPS27A ; Protein B: HSPA4,Protein A: PROT_1145 ; Protein B: PROT_2937,0
Protein A: SGF29 ; Protein B: TCP1,Protein A: PROT_1197 ; Protein B: PROT_0367,0
Protein A: CUL5 ; Protein B: ELOC,Protein A: PROT_2039 ; Protein B: PROT_1535,1
Protein A: TLR9 ; Protein B: CANT1,Protein A: PROT_1621 ; Protein B: PROT_1448,0
Protein A: LCE2A ; Protein B: LCE1C,Protein A: PROT_0029 ; Protein B: PROT_2778,1
Protein A: CCND2 ; Protein B: CDKN2C,Protein A: PROT_2394 ; Protein B: PROT_3261,1
Protein A: RPL9 ; Protein B: CBX8,Protein A: PROT_3158 ; Protein B: PROT_1043,0
Protein A: RAB8A ; Protein B: GGT7,Protein A: PROT_2492 ; Protein B: PROT_0081,0
Protein A: MT-ND6 ; Protein B: NDUFA7,Protein A: PROT_2243 ; Protein B: PROT_0912,1
Protein A: MRPS12 ; Protein B: SDHA,Protein A: PROT_1367 ; Protein B: PROT_3152,0
Protein A: CNGA2 ; Protein B: RPLP1,Protein A: PROT_2671 ; Protein B: PROT_3162,0
Protein A: TCERG1 ; Protein B: PDHB,Protein A: PROT_1060 ; Protein B: PROT_1332,0
Protein A: UCP1 ; Protein B: FBXL22,Protein A: PROT_1876 ; Protein B: PROT_3143,0
Protein A: ASF1A ; Protein B: MRPS12,Protein A: PROT_0946 ; Protein B: PROT_1367,0
Protein A: HSPA8 ; Protein B: H2AC8,Protein A: PROT_2585 ; Protein B: PROT_2528,0
Protein A: HERC2 ; Protein B: MYT1,Protein A: PROT_0376 ; Protein B: PROT_2063,1
Protein A: C9orf72 ; Protein B: FUS,Protein A: PROT_1931 ; Protein B: PROT_3069,1
Protein A: HDAC2 ; Protein B: PMPCB,Protein A: PROT_0844 ; Protein B: PROT_2848,0
Protein A: FGFBP1 ; Protein B: FGF5,Protein A: PROT_2197 ; Protein B: PROT_1757,1
Protein A: CBX2 ; Protein B: ASXL1,Protein A: PROT_3106 ; Protein B: PROT_0313,1
Protein A: MSL2 ; Protein B: MSL3,Protein A: PROT_2264 ; Protein B: PROT_0881,1
Protein A: MME ; Protein B: DPP4,Protein A: PROT_1242 ; Protein B: PROT_2113,1
Protein A: H2BC7 ; Protein B: ALG3,Protein A: PROT_0038 ; Protein B: PROT_1309,0
Protein A: HMMR ; Protein B: BRCA2,Protein A: PROT_0635 ; Protein B: PROT_3180,1
Protein A: MALSU1 ; Protein B: MRPL44,Protein A: PROT_0421 ; Protein B: PROT_1410,1
Protein A: WHRN ; Protein B: MYO15A,Protein A: PROT_1234 ; Protein B: PROT_0568,1
Protein A: RPL24 ; Protein B: EZH2,Protein A: PROT_2641 ; Protein B: PROT_3176,0
Protein A: TCP1 ; Protein B: PRKACG,Protein A: PROT_0367 ; Protein B: PROT_1409,0
Protein A: TMA16 ; Protein B: PLCG2,Protein A: PROT_3408 ; Protein B: PROT_0010,0
Protein A: ENPP3 ; Protein B: MRPL43,Protein A: PROT_1053 ; Protein B: PROT_1722,0
Protein A: CORT ; Protein B: PTCD3,Protein A: PROT_2983 ; Protein B: PROT_2911,0
Protein A: PTS ; Protein B: CBR1,Protein A: PROT_0854 ; Protein B: PROT_2087,1
Protein A: POLD1 ; Protein B: RPS11,Protein A: PROT_1678 ; Protein B: PROT_2141,0
Protein A: SART1 ; Protein B: SNRPB2,Protein A: PROT_3273 ; Protein B: PROT_1609,1
Protein A: RPS29 ; Protein B: RPL37,Protein A: PROT_0602 ; Protein B: PROT_3084,1
Protein A: RPS4X ; Protein B: EIF3I,Protein A: PROT_1048 ; Protein B: PROT_0288,1
Protein A: COX6B1 ; Protein B: RPSA,Protein A: PROT_1493 ; Protein B: PROT_1913,0
Protein A: ACTR3B ; Protein B: ARPC3,Protein A: PROT_0506 ; Protein B: PROT_3330,1
Protein A: ABCA1 ; Protein B: BECN1,Protein A: PROT_3253 ; Protein B: PROT_1155,0
Protein A: CAMK2D ; Protein B: CAMK2A,Protein A: PROT_2987 ; Protein B: PROT_1633,1
Protein A: INTS3 ; Protein B: INTS5,Protein A: PROT_1626 ; Protein B: PROT_0783,1
Protein A: PPP3R1 ; Protein B: NFATC1,Protein A: PROT_0560 ; Protein B: PROT_2494,1
Protein A: BTAF1 ; Protein B: ENPP3,Protein A: PROT_2121 ; Protein B: PROT_1053,0
Protein A: RPS4X ; Protein B: B2M,Protein A: PROT_1048 ; Protein B: PROT_3356,0
Protein A: MED1 ; Protein B: RPL19,Protein A: PROT_2146 ; Protein B: PROT_1411,1
Protein A: ENSP00000490530 ; Protein B: MSL3,Protein A: PROT_2313 ; Protein B: PROT_0881,0
Protein A: MRPL40 ; Protein B: MRPL9,Protein A: PROT_3058 ; Protein B: PROT_0391,1
Protein A: RBM10 ; Protein B: EPB42,Protein A: PROT_2105 ; Protein B: PROT_0483,0
Protein A: AKR1C2 ; Protein B: UGT2B7,Protein A: PROT_0823 ; Protein B: PROT_2347,1
Protein A: ASXL2 ; Protein B: DNMT1,Protein A: PROT_3005 ; Protein B: PROT_0896,0
Protein A: EPOR ; Protein B: SOCS3,Protein A: PROT_0293 ; Protein B: PROT_1314,1
Protein A: RFC4 ; Protein B: NBN,Protein A: PROT_1352 ; Protein B: PROT_0754,1
Protein A: CBSL ; Protein B: PPP2CB,Protein A: PROT_2254 ; Protein B: PROT_3208,0
Protein A: POLR2K ; Protein B: H2AC6,Protein A: PROT_3145 ; Protein B: PROT_3142,1
Protein A: LLGL2 ; Protein B: CD8A,Protein A: PROT_1677 ; Protein B: PROT_3053,0
Protein A: H2BC17 ; Protein B: BCKDHA,Protein A: PROT_0332 ; Protein B: PROT_2387,0
Protein A: EXOSC1 ; Protein B: EXOSC10,Protein A: PROT_2374 ; Protein B: PROT_2273,1
Protein A: RPS11 ; Protein B: UTP6,Protein A: PROT_2141 ; Protein B: PROT_1337,1
Protein A: RAF1 ; Protein B: DSG3,Protein A: PROT_1200 ; Protein B: PROT_1166,0
Protein A: FUT1 ; Protein B: GRM8,Protein A: PROT_2233 ; Protein B: PROT_1061,0
Protein A: IPPK ; Protein B: P2RX6,Protein A: PROT_3259 ; Protein B: PROT_2346,0
Protein A: RPS9 ; Protein B: MRPS35,Protein A: PROT_0643 ; Protein B: PROT_2296,1
Protein A: UBXN2B ; Protein B: LMAN1,Protein A: PROT_3459 ; Protein B: PROT_2009,0
Protein A: MC1R ; Protein B: IL3,Protein A: PROT_1086 ; Protein B: PROT_0632,0
Protein A: PARG ; Protein B: ZC3H13,Protein A: PROT_1293 ; Protein B: PROT_3051,0
Protein A: ADRB2 ; Protein B: RPL17,Protein A: PROT_1295 ; Protein B: PROT_0739,0
Protein A: GTF2H4 ; Protein B: TAF12,Protein A: PROT_1735 ; Protein B: PROT_3075,1
Protein A: H4C13 ; Protein B: CHKB,Protein A: PROT_2183 ; Protein B: PROT_1240,0
Protein A: TTC26 ; Protein B: UBXN10,Protein A: PROT_3193 ; Protein B: PROT_0414,1
Protein A: MRGPRX1 ; Protein B: AURKA,Protein A: PROT_0792 ; Protein B: PROT_3085,0
Protein A: EIF6 ; Protein B: RPL31,Protein A: PROT_1909 ; Protein B: PROT_0051,1
Protein A: SST ; Protein B: NDUFA10,Protein A: PROT_3279 ; Protein B: PROT_2506,0
Protein A: EIF3H ; Protein B: SDS,Protein A: PROT_2540 ; Protein B: PROT_3206,0
Protein A: CCR7 ; Protein B: RAD1,Protein A: PROT_3048 ; Protein B: PROT_0874,0
Protein A: CALR ; Protein B: THBS1,Protein A: PROT_2618 ; Protein B: PROT_0814,1
Protein A: MAPK8 ; Protein B: CALML4,Protein A: PROT_2849 ; Protein B: PROT_0753,0
Protein A: RPS3A ; Protein B: AEBP2,Protein A: PROT_1403 ; Protein B: PROT_0552,0
Protein A: PSMD12 ; Protein B: BCAR1,Protein A: PROT_2903 ; Protein B: PROT_0603,0
Protein A: EIF5A ; Protein B: UBAP2L,Protein A: PROT_1941 ; Protein B: PROT_0413,0
Protein A: KNG1 ; Protein B: ADORA1,Protein A: PROT_0188 ; Protein B: PROT_1611,1
Protein A: RAC3 ; Protein B: DOCK1,Protein A: PROT_2217 ; Protein B: PROT_2964,1
Protein A: AGO2 ; Protein B: DDX3Y,Protein A: PROT_0249 ; Protein B: PROT_0331,0
Protein A: RPS16 ; Protein B: RIOK1,Protein A: PROT_2421 ; Protein B: PROT_1930,1
Protein A: RNF43 ; Protein B: LGR5,Protein A: PROT_1896 ; Protein B: PROT_1049,1
Protein A: CALM3 ; Protein B: PRKACA,Protein A: PROT_2689 ; Protein B: PROT_1393,1
Protein A: AGPAT2 ; Protein B: MBOAT2,Protein A: PROT_1698 ; Protein B: PROT_0024,1
Protein A: NOM1 ; Protein B: ESF1,Protein A: PROT_0644 ; Protein B: PROT_0990,1
Protein A: PES1 ; Protein B: MYBBP1A,Protein A: PROT_2505 ; Protein B: PROT_0125,1
Protein A: AGTR1 ; Protein B: SFTPB,Protein A: PROT_1169 ; Protein B: PROT_0848,0
Protein A: MRPS9 ; Protein B: MRPL13,Protein A: PROT_3050 ; Protein B: PROT_3203,1
Protein A: CARM1 ; Protein B: PRKACA,Protein A: PROT_2135 ; Protein B: PROT_1393,1
Protein A: CDK12 ; Protein B: SEM1,Protein A: PROT_0317 ; Protein B: PROT_1736,0
Protein A: RPL28 ; Protein B: RPS19,Protein A: PROT_0890 ; Protein B: PROT_2084,1
Protein A: ORC1 ; Protein B: NCF2,Protein A: PROT_0608 ; Protein B: PROT_3172,0
Protein A: PSMC3 ; Protein B: UCHL5,Protein A: PROT_0035 ; Protein B: PROT_0828,1
Protein A: H4C6 ; Protein B: KBTBD8,Protein A: PROT_2947 ; Protein B: PROT_2686,0
Protein A: BMP5 ; Protein B: ACVR1,Protein A: PROT_2684 ; Protein B: PROT_0806,1
Protein A: MUC5B ; Protein B: MUC1,Protein A: PROT_1756 ; Protein B: PROT_0891,1
Protein A: CDC16 ; Protein B: WDR43,Protein A: PROT_0138 ; Protein B: PROT_2073,0
Protein A: LOXL1 ; Protein B: KLK14,Protein A: PROT_2070 ; Protein B: PROT_3151,0
Protein A: FBXO2 ; Protein B: TLE1,Protein A: PROT_1230 ; Protein B: PROT_2480,0
Protein A: VPS33A ; Protein B: PTBP1,Protein A: PROT_3081 ; Protein B: PROT_2402,0
Protein A: MCRS1 ; Protein B: KMT2A,Protein A: PROT_1334 ; Protein B: PROT_3207,1
Protein A: CXCL6 ; Protein B: CXCL16,Protein A: PROT_1691 ; Protein B: PROT_0989,1
Protein A: PI4K2A ; Protein B: CDK6,Protein A: PROT_1439 ; Protein B: PROT_1218,0
Protein A: EGF ; Protein B: SRP68,Protein A: PROT_0827 ; Protein B: PROT_2164,0
Protein A: ARL2 ; Protein B: RPL10,Protein A: PROT_0675 ; Protein B: PROT_2108,0
Protein A: IFT81 ; Protein B: CLUAP1,Protein A: PROT_0027 ; Protein B: PROT_0913,1
Protein A: NCOR1 ; Protein B: GTF2E1,Protein A: PROT_3325 ; Protein B: PROT_2895,0
Protein A: MRPL42 ; Protein B: hCG_1984214,Protein A: PROT_2446 ; Protein B: PROT_0285,1
Protein A: LHFPL5 ; Protein B: RPS3,Protein A: PROT_0831 ; Protein B: PROT_2362,0
Protein A: EHHADH ; Protein B: ACSS2,Protein A: PROT_1716 ; Protein B: PROT_3112,1
Protein A: PSMA3 ; Protein B: PSME2,Protein A: PROT_2638 ; Protein B: PROT_0811,1
Protein A: NDUFB3 ; Protein B: GMPS,Protein A: PROT_0167 ; Protein B: PROT_3267,0
Protein A: AKR1C3 ; Protein B: AKR1B1,Protein A: PROT_1204 ; Protein B: PROT_1074,1
Protein A: IGKV1D-33 ; Protein B: TGFB2,Protein A: PROT_0284 ; Protein B: PROT_3242,1
Protein A: PTK2 ; Protein B: UNC5D,Protein A: PROT_3024 ; Protein B: PROT_1867,1
Protein A: FOXO4 ; Protein B: ANAPC1,Protein A: PROT_2300 ; Protein B: PROT_0381,0
Protein A: EIF5 ; Protein B: EIF4A2,Protein A: PROT_1967 ; Protein B: PROT_1072,1
Protein A: RSL24D1 ; Protein B: INS,Protein A: PROT_3369 ; Protein B: PROT_1578,0
Protein A: H2AC18 ; Protein B: H1-5,Protein A: PROT_1895 ; Protein B: PROT_1225,1
Protein A: SNRPD1 ; Protein B: RNF113A,Protein A: PROT_1068 ; Protein B: PROT_1257,1
Protein A: PRKCB ; Protein B: CACNA1F,Protein A: PROT_2935 ; Protein B: PROT_2893,1
Protein A: GNAS ; Protein B: NOB1,Protein A: PROT_1028 ; Protein B: PROT_2887,0
Protein A: VGLL3 ; Protein B: TEAD1,Protein A: PROT_2969 ; Protein B: PROT_1146,1
Protein A: POLR3H ; Protein B: POLR1D,Protein A: PROT_0158 ; Protein B: PROT_1017,1
Protein A: ACTL6A ; Protein B: MRPL43,Protein A: PROT_3272 ; Protein B: PROT_1722,0
Protein A: COPE ; Protein B: SPTBN4,Protein A: PROT_1244 ; Protein B: PROT_2401,0
Protein A: PCK1 ; Protein B: MAPK3,Protein A: PROT_1076 ; Protein B: PROT_1760,0
Protein A: MED1 ; Protein B: CCNC,Protein A: PROT_2146 ; Protein B: PROT_2081,1
Protein A: ICE1 ; Protein B: COPS2,Protein A: PROT_3125 ; Protein B: PROT_0504,0
Protein A: ZMAT2 ; Protein B: SMU1,Protein A: PROT_1176 ; Protein B: PROT_1839,1
Protein A: PRKACA ; Protein B: NPHS1,Protein A: PROT_1393 ; Protein B: PROT_0761,0
Protein A: GIP ; Protein B: NPR1,Protein A: PROT_3326 ; Protein B: PROT_1311,1
Protein A: MRPL40 ; Protein B: MRPL52,Protein A: PROT_3058 ; Protein B: PROT_2225,1
Protein A: CDC7 ; Protein B: WASF2,Protein A: PROT_0785 ; Protein B: PROT_3161,0
Protein A: TFAP2B ; Protein B: KCTD1,Protein A: PROT_3252 ; Protein B: PROT_1300,1
Protein A: LIPC ; Protein B: CCNE1,Protein A: PROT_0410 ; Protein B: PROT_1026,0
Protein A: AKT3 ; Protein B: MRPS34,Protein A: PROT_2739 ; Protein B: PROT_0742,0
Protein A: PWP2 ; Protein B: UTP6,Protein A: PROT_1946 ; Protein B: PROT_1337,1
Protein A: NAA15 ; Protein B: CDC25A,Protein A: PROT_0906 ; Protein B: PROT_2659,0
Protein A: IL17RC ; Protein B: RPS27A,Protein A: PROT_2089 ; Protein B: PROT_1145,0
Protein A: MRPS12 ; Protein B: RPL35,Protein A: PROT_1367 ; Protein B: PROT_2357,1
Protein A: KDM5A ; Protein B: NUP98,Protein A: PROT_3414 ; Protein B: PROT_0165,1
Protein A: RPS15 ; Protein B: SF3B3,Protein A: PROT_3457 ; Protein B: PROT_3454,0
Protein A: MT-ND2 ; Protein B: NDUFB10,Protein A: PROT_1986 ; Protein B: PROT_3011,1
Protein A: ENC1 ; Protein B: XRCC6,Protein A: PROT_1113 ; Protein B: PROT_1269,0
Protein A: MED9 ; Protein B: MED24,Protein A: PROT_2764 ; Protein B: PROT_3297,1
Protein A: KIAA1328 ; Protein B: RPAP2,Protein A: PROT_3350 ; Protein B: PROT_1731,1
Protein A: DDX20 ; Protein B: STRAP,Protein A: PROT_2251 ; Protein B: PROT_0419,1
Protein A: PRPF19 ; Protein B: ISY1,Protein A: PROT_0321 ; Protein B: PROT_1963,1
Protein A: PDCD4 ; Protein B: BTRC,Protein A: PROT_1075 ; Protein B: PROT_2342,1
Protein A: BRMS1 ; Protein B: HDAC2,Protein A: PROT_0368 ; Protein B: PROT_0844,1
Protein A: STAT3 ; Protein B: EGFR,Protein A: PROT_1442 ; Protein B: PROT_1771,1
Protein A: UBE2J1 ; Protein B: RNF5,Protein A: PROT_1168 ; Protein B: PROT_2593,1
Protein A: SNX6 ; Protein B: CDH1,Protein A: PROT_1602 ; Protein B: PROT_0718,0
Protein A: KLHL2 ; Protein B: KLHL12,Protein A: PROT_0043 ; Protein B: PROT_0359,1
Protein A: KCNA2 ; Protein B: KDM2B,Protein A: PROT_1378 ; Protein B: PROT_1429,0
Protein A: EIF4E1B ; Protein B: NCBP1,Protein A: PROT_1571 ; Protein B: PROT_2022,1
Protein A: PHF10 ; Protein B: H4C6,Protein A: PROT_3271 ; Protein B: PROT_2947,1
Protein A: INS ; Protein B: DPP4,Protein A: PROT_1578 ; Protein B: PROT_2113,1
Protein A: UTP25 ; Protein B: FLG,Protein A: PROT_0509 ; Protein B: PROT_2016,0
Protein A: RPL37A ; Protein B: CHTF8,Protein A: PROT_1768 ; Protein B: PROT_2750,0
Protein A: HDAC6 ; Protein B: DNAH7,Protein A: PROT_2378 ; Protein B: PROT_0283,0
Protein A: PLD4 ; Protein B: HLA-DPA1,Protein A: PROT_2727 ; Protein B: PROT_2330,0
Protein A: MYL12A ; Protein B: RPS21,Protein A: PROT_2314 ; Protein B: PROT_2938,0
Protein A: RBPJ ; Protein B: MAML2,Protein A: PROT_0808 ; Protein B: PROT_2549,1
Protein A: SSH3 ; Protein B: GART,Protein A: PROT_0272 ; Protein B: PROT_2298,0
Protein A: EIF4A1 ; Protein B: EIF4H,Protein A: PROT_0800 ; Protein B: PROT_1695,1
Protein A: MED10 ; Protein B: POLR2J,Protein A: PROT_2064 ; Protein B: PROT_1379,1
Protein A: MAG ; Protein B: NFKB1,Protein A: PROT_0586 ; Protein B: PROT_0959,0
Protein A: G6PD ; Protein B: UCHL5,Protein A: PROT_3074 ; Protein B: PROT_0828,0
Protein A: GSTM5 ; Protein B: CMPK2,Protein A: PROT_1973 ; Protein B: PROT_1362,0
Protein A: JUN ; Protein B: MAPK12,Protein A: PROT_2304 ; Protein B: PROT_0852,1
Protein A: ATP7A ; Protein B: CALM2,Protein A: PROT_3372 ; Protein B: PROT_0191,0
Protein A: MASP2 ; Protein B: TMEM126B,Protein A: PROT_0348 ; Protein B: PROT_0055,0
Protein A: MAPK8 ; Protein B: HACD4,Protein A: PROT_2849 ; Protein B: PROT_2995,0
Protein A: CDK7 ; Protein B: GTF2H2C,Protein A: PROT_1497 ; Protein B: PROT_3076,1
Protein A: RPL26L1 ; Protein B: RPL34,Protein A: PROT_2260 ; Protein B: PROT_2542,1
Protein A: ALAS2 ; Protein B: NDUFB4,Protein A: PROT_0969 ; Protein B: PROT_0236,0
Protein A: RPL22 ; Protein B: RPS26,Protein A: PROT_2308 ; Protein B: PROT_1015,1
Protein A: HK2 ; Protein B: CASP1,Protein A: PROT_1966 ; Protein B: PROT_3191,0
Protein A: GTF2H5 ; Protein B: POLR2D,Protein A: PROT_3340 ; Protein B: PROT_2490,1
Protein A: IDUA ; Protein B: HYAL3,Protein A: PROT_1123 ; Protein B: PROT_0075,1
Protein A: H2AC18 ; Protein B: H1-0,Protein A: PROT_1895 ; Protein B: PROT_2361,1
Protein A: H3C8 ; Protein B: TP53,Protein A: PROT_1903 ; Protein B: PROT_1150,0
Protein A: INTS13 ; Protein B: H2AC17,Protein A: PROT_1327 ; Protein B: PROT_1154,0
Protein A: S1PR1 ; Protein B: CD69,Protein A: PROT_3452 ; Protein B: PROT_0609,1
Protein A: ITIH4 ; Protein B: CCR5,Protein A: PROT_0948 ; Protein B: PROT_2327,1
Protein A: EPN3 ; Protein B: CLTCL1,Protein A: PROT_2961 ; Protein B: PROT_1747,1
Protein A: H2BC11 ; Protein B: THEM4,Protein A: PROT_0019 ; Protein B: PROT_0557,0
Protein A: COX4I2 ; Protein B: COX7B,Protein A: PROT_1957 ; Protein B: PROT_3168,1
Protein A: STIP1 ; Protein B: MSH2,Protein A: PROT_1826 ; Protein B: PROT_1106,0
Protein A: NOP2 ; Protein B: SOS2,Protein A: PROT_1274 ; Protein B: PROT_1050,0
Protein A: B9D1 ; Protein B: TMEM67,Protein A: PROT_0197 ; Protein B: PROT_1253,1
Protein A: TRUB2 ; Protein B: ITPR2,Protein A: PROT_0590 ; Protein B: PROT_2366,0
Protein A: PRPF3 ; Protein B: PWWP3B,Protein A: PROT_2990 ; Protein B: PROT_2908,0
Protein A: PPIE ; Protein B: MRPL34,Protein A: PROT_1062 ; Protein B: PROT_3332,0
Protein A: PHF5A ; Protein B: SHARPIN,Protein A: PROT_3319 ; Protein B: PROT_0903,0
Protein A: H2AC4 ; Protein B: RPS23,Protein A: PROT_2046 ; Protein B: PROT_0605,0
Protein A: FLNB ; Protein B: LSM8,Protein A: PROT_1396 ; Protein B: PROT_3413,0
Protein A: RPS16 ; Protein B: CSF2,Protein A: PROT_2421 ; Protein B: PROT_3453,0
Protein A: PEX6 ; Protein B: NDUFA12,Protein A: PROT_2369 ; Protein B: PROT_0109,0
Protein A: TAF10 ; Protein B: POLR2H,Protein A: PROT_1656 ; Protein B: PROT_0269,1
Protein A: FTSJ3 ; Protein B: NAT10,Protein A: PROT_3378 ; Protein B: PROT_1588,1
Protein A: C4B ; Protein B: USP17L28,Protein A: PROT_1398 ; Protein B: PROT_3421,0
Protein A: MRPL27 ; Protein B: MRPL57,Protein A: PROT_0942 ; Protein B: PROT_0717,1
Protein A: MED21 ; Protein B: MED6,Protein A: PROT_2924 ; Protein B: PROT_2110,1
Protein A: MRPS25 ; Protein B: MRPL45,Protein A: PROT_1453 ; Protein B: PROT_2154,1
Protein A: STRN3 ; Protein B: CCT4,Protein A: PROT_1665 ; Protein B: PROT_1095,1
Protein A: ADH1A ; Protein B: HSD11B2,Protein A: PROT_1712 ; Protein B: PROT_0202,0
Protein A: MYF6 ; Protein B: AMPD2,Protein A: PROT_1877 ; Protein B: PROT_1111,0
Protein A: F9 ; Protein B: NDUFA1,Protein A: PROT_1320 ; Protein B: PROT_0945,0
Protein A: SMG1 ; Protein B: SMG9,Protein A: PROT_2567 ; Protein B: PROT_1008,1
Protein A: PGP ; Protein B: SPOP,Protein A: PROT_2150 ; Protein B: PROT_0779,0
Protein A: TET3 ; Protein B: HTR1E,Protein A: PROT_2568 ; Protein B: PROT_1408,0
Protein A: EGFR ; Protein B: SEPTIN9,Protein A: PROT_1771 ; Protein B: PROT_0243,0
Protein A: MRAS ; Protein B: GRPEL1,Protein A: PROT_1006 ; Protein B: PROT_2245,0
Protein A: DHX15 ; Protein B: AGK,Protein A: PROT_0645 ; Protein B: PROT_3307,0
Protein A: CALML5 ; Protein B: RHO,Protein A: PROT_0775 ; Protein B: PROT_1304,1
Protein A: CDC37 ; Protein B: CDK4,Protein A: PROT_2595 ; Protein B: PROT_1700,1
Protein A: ITGA3 ; Protein B: ITGAV,Protein A: PROT_0415 ; Protein B: PROT_1207,1
Protein A: CATSPER1 ; Protein B: HSPA2,Protein A: PROT_2708 ; Protein B: PROT_1469,1
Protein A: CD4 ; Protein B: CXCR4,Protein A: PROT_2555 ; Protein B: PROT_2660,1
Protein A: GPX5 ; Protein B: MTERF4,Protein A: PROT_0369 ; Protein B: PROT_1432,0
Protein A: CC2D2A ; Protein B: GOT1,Protein A: PROT_2583 ; Protein B: PROT_0494,0
Protein A: AARS1 ; Protein B: NAPRT,Protein A: PROT_3139 ; Protein B: PROT_1950,0
Protein A: EIF3D ; Protein B: RPS3,Protein A: PROT_1902 ; Protein B: PROT_2362,1
Protein A: TCEA1 ; Protein B: POLR2G,Protein A: PROT_2845 ; Protein B: PROT_2014,1
Protein A: ARF1 ; Protein B: HSP90AB1,Protein A: PROT_0780 ; Protein B: PROT_3037,0
Protein A: ATP6V1D ; Protein B: ATP6V0A2,Protein A: PROT_0782 ; Protein B: PROT_2340,1
Protein A: UPF1 ; Protein B: MRPL22,Protein A: PROT_0065 ; Protein B: PROT_0177,0
Protein A: MRPS18B ; Protein B: UFD1,Protein A: PROT_2646 ; Protein B: PROT_1520,0
Protein A: MRPL3 ; Protein B: CALML4,Protein A: PROT_2085 ; Protein B: PROT_0753,0
Protein A: GTF2H3 ; Protein B: RPS13,Protein A: PROT_2615 ; Protein B: PROT_0758,0
Protein A: RUVBL2 ; Protein B: RPL14,Protein A: PROT_3004 ; Protein B: PROT_1815,0
Protein A: VAMP2 ; Protein B: STXBP5,Protein A: PROT_0721 ; Protein B: PROT_0532,1
Protein A: RPS23 ; Protein B: ETF1,Protein A: PROT_0605 ; Protein B: PROT_2724,1
Protein A: RPS16 ; Protein B: H2BC3,Protein A: PROT_2421 ; Protein B: PROT_0021,0
Protein A: CD74 ; Protein B: RPL5,Protein A: PROT_2019 ; Protein B: PROT_0633,1
Protein A: MRPL3 ; Protein B: DCAF4,Protein A: PROT_2085 ; Protein B: PROT_3391,0
Protein A: SHC1 ; Protein B: BBS2,Protein A: PROT_1754 ; Protein B: PROT_0063,0
Protein A: KEAP1 ; Protein B: EXOSC10,Protein A: PROT_3123 ; Protein B: PROT_2273,0
Protein A: PTPN11 ; Protein B: SHH,Protein A: PROT_2137 ; Protein B: PROT_1177,0
Protein A: PRKCG ; Protein B: FGFBP1,Protein A: PROT_2786 ; Protein B: PROT_2197,0
Protein A: CCL25 ; Protein B: ACKR2,Protein A: PROT_0303 ; Protein B: PROT_1077,1
Protein A: NOTCH1 ; Protein B: JAG1,Protein A: PROT_3323 ; Protein B: PROT_1047,1
Protein A: XAB2 ; Protein B: ZFY,Protein A: PROT_2001 ; Protein B: PROT_1399,0
Protein A: KLHDC10 ; Protein B: RPS20,Protein A: PROT_0245 ; Protein B: PROT_3101,0
Protein A: PABPC1 ; Protein B: NFKB2,Protein A: PROT_1762 ; Protein B: PROT_3355,0
Protein A: KRR1 ; Protein B: UTP25,Protein A: PROT_2187 ; Protein B: PROT_0509,1
Protein A: KLC2 ; Protein B: GSK3B,Protein A: PROT_0061 ; Protein B: PROT_1210,1
