formula,anon,label
"Y: 11, Al: 5, Ni: 4","el_3272: 11, el_3486: 5, el_7611: 4",1
"Y: 11, Al: 89","el_3272: 11, el_3486: 89",1
"Y: 12.5, Mg: 77.5, Mn: 10","el_3272: 12.5, el_7398: 77.5, el_1223: 10",0
"Y: 12.5, Mg: 87.5","el_3272: 12.5, el_7398: 87.5",0
"Y: 12, Al: 5, Cu: 8","el_3272: 12, el_3486: 5, el_1377: 8",1
"Y: 12, Mg: 5, Cu: 8","el_3272: 12, el_7398: 5, el_1377: 8",1
"Y: 13, Al: 82, Ni: 5","el_3272: 13, el_3486: 82, el_7611: 5",1
"Y: 13, Al: 87","el_3272: 13, el_3486: 87",1
"Y: 15, Mg: 48, Cu: 37","el_3272: 15, el_7398: 48, el_1377: 37",1
"Y: 15, Mg: 81, Mn: 4","el_3272: 15, el_7398: 81, el_1223: 4",0
"Y: 15, Mg: 83, Mn: 2","el_3272: 15, el_7398: 83, el_1223: 2",0
"Y: 15, Mg: 84, Cu: 1","el_3272: 15, el_7398: 84, el_1377: 1",1
"Y: 2, Al: 15, Ni: 3","el_3272: 2, el_3486: 15, el_7611: 3",1
"Y: 2, Mg: 15, Cu: 3","el_3272: 2, el_7398: 15, el_1377: 3",1
"Y: 2, Mg: 15, Ni: 3","el_3272: 2, el_7398: 15, el_7611: 3",1
"Y: 2.5, Mg: 87.5, Mn: 10","el_3272: 2.5, el_7398: 87.5, el_1223: 10",0
"Y: 2.5, Mg: 89.5, Mn: 8","el_3272: 2.5, el_7398: 89.5, el_1223: 8",0
"Y: 2.5, Mg: 91.5, Mn: 6","el_3272: 2.5, el_7398: 91.5, el_1223: 6",1
"Y: 2.5, Mg: 93.5, Mn: 4","el_3272: 2.5, el_7398: 93.5, el_1223: 4",0
"Y: 2.5, Mg: 95.5, Mn: 2","el_3272: 2.5, el_7398: 95.5, el_1223: 2",0
"Y: 20, Mg: 79, Cu: 1","el_3272: 20, el_7398: 79, el_1377: 1",0
"Y: 21, Al: 15, Cu: 14","el_3272: 21, el_3486: 15, el_1377: 14",1
"Y: 27, Al: 5, Cu: 18","el_3272: 27, el_3486: 5, el_1377: 18",1
"Y: 2, Al: 17, Ni: 1","el_3272: 2, el_3486: 17, el_7611: 1",1
"Y: 2, Al: 23","el_3272: 2, el_3486: 23",1
"Y: 2, Al: 5, Ni: 3","el_3272: 2, el_3486: 5, el_7611: 3",1
"Y: 2, Al: 7, Ni: 1","el_3272: 2, el_3486: 7, el_7611: 1",0
"Y: 2, Mg: 13, Ag: 5","el_3272: 2, el_7398: 13, el_3063: 5",1
"Y: 2, Mg: 13, Cu: 5","el_3272: 2, el_7398: 13, el_1377: 5",1
"Y: 2, Mg: 13, Ni: 5","el_3272: 2, el_7398: 13, el_7611: 5",1
"Y: 2, Mg: 17, Ag: 1","el_3272: 2, el_7398: 17, el_3063: 1",0
"Y: 2, Mg: 17, Cu: 1","el_3272: 2, el_7398: 17, el_1377: 1",1
"Y: 2, Mg: 17, Ni: 1","el_3272: 2, el_7398: 17, el_7611: 1",1
"Y: 2, Mg: 2, Ag: 1","el_3272: 2, el_7398: 2, el_3063: 1",1
"Y: 2, Mg: 3, Ag: 5","el_3272: 2, el_7398: 3, el_3063: 5",1
"Y: 2, Mg: 5, Ag: 3","el_3272: 2, el_7398: 5, el_3063: 3",1
"Y: 2, Mg: 5, Cu: 3","el_3272: 2, el_7398: 5, el_1377: 3",1
"Y: 2, Mg: 5, Ni: 3","el_3272: 2, el_7398: 5, el_7611: 3",1
"Y: 2, Mg: 7, Ag: 1","el_3272: 2, el_7398: 7, el_3063: 1",1
"Y: 2, Mg: 7, Cu: 1","el_3272: 2, el_7398: 7, el_1377: 1",1
"Y: 2, Mg: 7, Ni: 1","el_3272: 2, el_7398: 7, el_7611: 1",0
"Y: 2, Mg: 1, Ag: 2","el_3272: 2, el_7398: 1, el_3063: 2",0
"Y: 2, Mg: 1, Cu: 2","el_3272: 2, el_7398: 1, el_1377: 2",0
"Y: 2, Mg: 1, Ni: 2","el_3272: 2, el_7398: 1, el_7611: 2",1
"Y: 3, Al: 20, Cu: 2","el_3272: 3, el_3486: 20, el_1377: 2",1
"Y: 3, Mg: 20, Cu: 2","el_3272: 3, el_7398: 20, el_1377: 2",1
"Y: 3, Al: 12, Ni: 5","el_3272: 3, el_3486: 12, el_7611: 5",1
"Y: 3, Al: 13, Ni: 4","el_3272: 3, el_3486: 13, el_7611: 4",1
"Y: 3, Al: 14, Ni: 3","el_3272: 3, el_3486: 14, el_7611: 3",1
"Y: 3, Al: 15, Ni: 2","el_3272: 3, el_3486: 15, el_7611: 2",1
"Y: 3, Al: 16, Ni: 1","el_3272: 3, el_3486: 16, el_7611: 1",0
"Y: 3, Al: 17","el_3272: 3, el_3486: 17",1
"Y: 3, Al: 22","el_3272: 3, el_3486: 22",1
"Y: 3, Al: 87, Ni: 10","el_3272: 3, el_3486: 87, el_7611: 10",1
"Y: 3, Al: 88, Ni: 9","el_3272: 3, el_3486: 88, el_7611: 9",1
"Y: 3, Cu: 2","el_3272: 3, el_1377: 2",1
"Y: 3, Mg: 11, Ag: 6","el_3272: 3, el_7398: 11, el_3063: 6",1
"Y: 3, Mg: 12, Ag: 5","el_3272: 3, el_7398: 12, el_3063: 5",1
"Y: 3, Mg: 12, Cu: 5","el_3272: 3, el_7398: 12, el_1377: 5",1
"Y: 3, Mg: 12, Ni: 5","el_3272: 3, el_7398: 12, el_7611: 5",1
"Y: 3, Mg: 13, Ni: 4","el_3272: 3, el_7398: 13, el_7611: 4",1
"Y: 3, Mg: 14, Cu: 3","el_3272: 3, el_7398: 14, el_1377: 3",1
"Y: 3, Mg: 14, Ni: 3","el_3272: 3, el_7398: 14, el_7611: 3",1
"Y: 3, Mg: 15, Cu: 2","el_3272: 3, el_7398: 15, el_1377: 2",1
"Y: 3, Mg: 15, Ni: 2","el_3272: 3, el_7398: 15, el_7611: 2",1
"Y: 3, Mg: 16, Ag: 1","el_3272: 3, el_7398: 16, el_3063: 1",1
"Y: 3, Mg: 16, Ni: 1","el_3272: 3, el_7398: 16, el_7611: 1",0
"Y: 3, Mg: 17","el_3272: 3, el_7398: 17",1
"Y: 3, Mg: 2, Ag: 5","el_3272: 3, el_7398: 2, el_3063: 5",0
"Y: 3, Mg: 3, Ag: 4","el_3272: 3, el_7398: 3, el_3063: 4",1
"Y: 3, Mg: 3, Cu: 4","el_3272: 3, el_7398: 3, el_1377: 4",1
"Y: 3, Mg: 3, Ni: 4","el_3272: 3, el_7398: 3, el_7611: 4",1
"Y: 3, Mg: 4, Ag: 3","el_3272: 3, el_7398: 4, el_3063: 3",1
"Y: 3, Mg: 4, Cu: 3","el_3272: 3, el_7398: 4, el_1377: 3",1
"Y: 3, Mg: 4, Ni: 3","el_3272: 3, el_7398: 4, el_7611: 3",1
"Y: 3, Mg: 5, Ag: 2","el_3272: 3, el_7398: 5, el_3063: 2",1
"Y: 3, Mg: 5, Cu: 2","el_3272: 3, el_7398: 5, el_1377: 2",1
"Y: 3, Mg: 5, Ni: 2","el_3272: 3, el_7398: 5, el_7611: 2",1
"Y: 3, Mg: 6, Ag: 1","el_3272: 3, el_7398: 6, el_3063: 1",1
"Y: 3, Mg: 6, Cu: 1","el_3272: 3, el_7398: 6, el_1377: 1",0
"Y: 3, Mg: 1, Ag: 1","el_3272: 3, el_7398: 1, el_3063: 1",0
"Y: 4, Mg: 3, Ag: 3","el_3272: 4, el_7398: 3, el_3063: 3",1
"Y: 4, Mg: 3, Cu: 3","el_3272: 4, el_7398: 3, el_1377: 3",0
"Y: 4, Al: 11, Ni: 5","el_3272: 4, el_3486: 11, el_7611: 5",1
"Y: 4, Al: 13, Ni: 3","el_3272: 4, el_3486: 13, el_7611: 3",0
"Y: 4, Al: 15, Ni: 1","el_3272: 4, el_3486: 15, el_7611: 1",0
"Y: 4, Mg: 13, Ni: 3","el_3272: 4, el_7398: 13, el_7611: 3",1
"Y: 4, Mg: 15, Cu: 1","el_3272: 4, el_7398: 15, el_1377: 1",0
"Y: 4, Mg: 21","el_3272: 4, el_7398: 21",1
"Y: 4, Mg: 5, Ag: 1","el_3272: 4, el_7398: 5, el_3063: 1",0
"Y: 5, Mg: 42, Mn: 3","el_3272: 5, el_7398: 42, el_1223: 3",1
"Y: 51, Al: 15, Cu: 34","el_3272: 51, el_3486: 15, el_1377: 34",1
"Y: 57, Al: 5, Cu: 38","el_3272: 57, el_3486: 5, el_1377: 38",1
"Y: 5, Al: 41, Ni: 4","el_3272: 5, el_3486: 41, el_7611: 4",1
"Y: 5, Mg: 13, Cu: 2","el_3272: 5, el_7398: 13, el_1377: 2",1
"Y: 5, Mg: 2, Ag: 3","el_3272: 5, el_7398: 2, el_3063: 3",0
"Y: 5, Mg: 3, Ag: 2","el_3272: 5, el_7398: 3, el_3063: 2",1
"Y: 5, Mg: 41, Mn: 4","el_3272: 5, el_7398: 41, el_1223: 4",0
"Y: 5, Mg: 43, Mn: 2","el_3272: 5, el_7398: 43, el_1223: 2",1
"Y: 5, Mg: 44, Mn: 1","el_3272: 5, el_7398: 44, el_1223: 1",1
"Y: 5, Mg: 87, Mn: 8","el_3272: 5, el_7398: 87, el_1223: 8",1
"Y: 5, Mg: 89, Mn: 6","el_3272: 5, el_7398: 89, el_1223: 6",1
"Y: 5, Mg: 91, Mn: 4","el_3272: 5, el_7398: 91, el_1223: 4",1
"Y: 5, Mg: 93, Mn: 2","el_3272: 5, el_7398: 93, el_1223: 2",0
"Y: 6, Mg: 13, Cu: 1","el_3272: 6, el_7398: 13, el_1377: 1",0
"Y: 6, Mg: 15, Cu: 4","el_3272: 6, el_7398: 15, el_1377: 4",1
"Y: 6, Mg: 43, Mn: 1","el_3272: 6, el_7398: 43, el_1223: 1",1
"Y: 7, Al: 78, Ni: 15","el_3272: 7, el_3486: 78, el_7611: 15",1
"Y: 7.5, Mg: 82.5, Mn: 10","el_3272: 7.5, el_7398: 82.5, el_1223: 10",0
"Y: 7.5, Mg: 84.5, Mn: 8","el_3272: 7.5, el_7398: 84.5, el_1223: 8",0
"Y: 7.5, Mg: 86.5, Mn: 6","el_3272: 7.5, el_7398: 86.5, el_1223: 6",1
"Y: 7.5, Mg: 88.5, Mn: 4","el_3272: 7.5, el_7398: 88.5, el_1223: 4",1
"Y: 7.5, Mg: 90.5, Mn: 2","el_3272: 7.5, el_7398: 90.5, el_1223: 2",0
"Y: 7, Al: 43","el_3272: 7, el_3486: 43",1
"Y: 8, Al: 87, Ni: 5","el_3272: 8, el_3486: 87, el_7611: 5",1
"Y: 9, Mg: 10, Cu: 6","el_3272: 9, el_7398: 10, el_1377: 6",1
"Y: 9, Al: 85, Cu: 6","el_3272: 9, el_3486: 85, el_1377: 6",1
"Y: 9, Al: 91","el_3272: 9, el_3486: 91",1
"Y: 1, Al: 15, Ni: 4","el_3272: 1, el_3486: 15, el_7611: 4",0
"Y: 1, Al: 16, Ni: 3","el_3272: 1, el_3486: 16, el_7611: 3",1
"Y: 1, Al: 17, Ni: 2","el_3272: 1, el_3486: 17, el_7611: 2",1
"Y: 1, Al: 18, Ni: 1","el_3272: 1, el_3486: 18, el_7611: 1",1
"Y: 1, Al: 3, Ni: 1","el_3272: 1, el_3486: 3, el_7611: 1",1
"Y: 1, Al: 44, Ni: 5","el_3272: 1, el_3486: 44, el_7611: 5",1
"Y: 1, Al: 7, Ni: 2","el_3272: 1, el_3486: 7, el_7611: 2",1
"Y: 1, Al: 8, Ni: 1","el_3272: 1, el_3486: 8, el_7611: 1",1
"Y: 1, Al: 9","el_3272: 1, el_3486: 9",1
"Y: 1, Mg: 11, Cu: 8","el_3272: 1, el_7398: 11, el_1377: 8",1
"Y: 1, Mg: 13, Ni: 6","el_3272: 1, el_7398: 13, el_7611: 6",1
"Y: 1, Mg: 14, Ag: 5","el_3272: 1, el_7398: 14, el_3063: 5",1
"Y: 1, Mg: 14, Cu: 5","el_3272: 1, el_7398: 14, el_1377: 5",1
"Y: 1, Mg: 15, Ni: 4","el_3272: 1, el_7398: 15, el_7611: 4",1
"Y: 1, Mg: 16, Ag: 3","el_3272: 1, el_7398: 16, el_3063: 3",1
"Y: 1, Mg: 16, Cu: 3","el_3272: 1, el_7398: 16, el_1377: 3",1
"Y: 1, Mg: 16, Mn: 3","el_3272: 1, el_7398: 16, el_1223: 3",0
"Y: 1, Mg: 16, Ni: 3","el_3272: 1, el_7398: 16, el_7611: 3",1
"Y: 1, Mg: 17, Ag: 2","el_3272: 1, el_7398: 17, el_3063: 2",0
"Y: 1, Mg: 17, Cu: 2","el_3272: 1, el_7398: 17, el_1377: 2",1
"Y: 1, Mg: 17, Ni: 2","el_3272: 1, el_7398: 17, el_7611: 2",1
"Y: 1, Mg: 18, Ag: 1","el_3272: 1, el_7398: 18, el_3063: 1",0
"Y: 1, Mg: 18, Cu: 1","el_3272: 1, el_7398: 18, el_1377: 1",0
"Y: 1, Mg: 18, Ni: 1","el_3272: 1, el_7398: 18, el_7611: 1",0
"Y: 1, Mg: 19","el_3272: 1, el_7398: 19",0
"Y: 1, Mg: 3","el_3272: 1, el_7398: 3",0
"Y: 1, Mg: 3, Ag: 1","el_3272: 1, el_7398: 3, el_3063: 1",1
"Y: 1, Mg: 3, Cu: 1","el_3272: 1, el_7398: 3, el_1377: 1",1
"Y: 1, Mg: 3, Ni: 1","el_3272: 1, el_7398: 3, el_7611: 1",1
"Y: 1, Mg: 4","el_3272: 1, el_7398: 4",0
"Y: 1, Mg: 4, Ag: 5","el_3272: 1, el_7398: 4, el_3063: 5",0
"Y: 1, Mg: 59, Cu: 40","el_3272: 1, el_7398: 59, el_1377: 40",1
"Y: 1, Mg: 5, Ag: 4","el_3272: 1, el_7398: 5, el_3063: 4",1
"Y: 1, Mg: 5, Ni: 4","el_3272: 1, el_7398: 5, el_7611: 4",0
"Y: 1, Mg: 79, Cu: 20","el_3272: 1, el_7398: 79, el_1377: 20",1
"Y: 1, Mg: 7, Ag: 2","el_3272: 1, el_7398: 7, el_3063: 2",1
"Y: 1, Mg: 7, Cu: 2","el_3272: 1, el_7398: 7, el_1377: 2",1
"Y: 1, Mg: 7, Ni: 2","el_3272: 1, el_7398: 7, el_7611: 2",1
"Y: 1, Mg: 89, Cu: 10","el_3272: 1, el_7398: 89, el_1377: 10",0
"Y: 1, Mg: 8, Ag: 1","el_3272: 1, el_7398: 8, el_3063: 1",1
"Y: 1, Mg: 8, Cu: 1","el_3272: 1, el_7398: 8, el_1377: 1",1
"Y: 1, Mg: 8, Ni: 1","el_3272: 1, el_7398: 8, el_7611: 1",1
"Y: 1, Mg: 9","el_3272: 1, el_7398: 9",0
"Y: 1, Mg: 1, Ag: 3","el_3272: 1, el_7398: 1, el_3063: 3",0
"Yb: 11, Cu: 39","el_4678: 11, el_1377: 39",1
"Yb: 18, Cu: 7","el_4678: 18, el_1377: 7",1
"Yb: 20.22, Ce: 25.73, Cu: 54.05","el_4678: 20.22, el_9646: 25.73, el_1377: 54.05",1
"Yb: 28.42, Ce: 20.56, Cu: 51.02","el_4678: 28.42, el_9646: 20.56, el_1377: 51.02",1
"Yb: 9, Cu: 41","el_4678: 9, el_1377: 41",1
"Zn: 29, Cu: 70, Pb: 1","el_7038: 29, el_1377: 70, el_5427: 1",1
"Zr: 1, Al: 6, Ni: 3","el_5500: 1, el_3486: 6, el_7611: 3",1
"Zr: 1, Al: 2, Ni: 2","el_5500: 1, el_3486: 2, el_7611: 2",0
"Zr: 1, Al: 3, Ni: 6","el_5500: 1, el_3486: 3, el_7611: 6",0
"Zr: 1, Cr: 3, Co: 6","el_5500: 1, el_2802: 3, el_9394: 6",1
"Zr: 1, Cu: 2, Ni: 2","el_5500: 1, el_1377: 2, el_7611: 2",0
"Zr: 1, Fe: 6, Co: 3","el_5500: 1, el_7694: 6, el_9394: 3",1
"Zr: 1, Fe: 20, B: 4","el_5500: 1, el_7694: 20, el_8033: 4",1
"Zr: 1, Fe: 3, Co: 6","el_5500: 1, el_7694: 3, el_9394: 6",1
"Zr: 10, Fe: 63, Co: 27","el_5500: 10, el_7694: 63, el_9394: 27",1
"Zr: 10, Fe: 63, Ni: 27","el_5500: 10, el_7694: 63, el_7611: 27",1
"Zr: 10, Fe: 81, Co: 9","el_5500: 10, el_7694: 81, el_9394: 9",1
"Zr: 10, Fe: 81, Ni: 9","el_5500: 10, el_7694: 81, el_7611: 9",1
"Zr: 10, Fe: 9, Ni: 81","el_5500: 10, el_7694: 9, el_7611: 81",1
"Zr: 10.2, V: 10.6, Co: 79.2","el_5500: 10.2, el_4182: 10.6, el_9394: 79.2",1
"Zr: 10.4, Cr: 10.6, Co: 79","el_5500: 10.4, el_2802: 10.6, el_9394: 79",1
"Zr: 10.5, Co: 79.5, Mo: 10","el_5500: 10.5, el_9394: 79.5, el_3373: 10",1
"Zr: 10.5, Co: 80, Mo: 9.5","el_5500: 10.5, el_9394: 80, el_3373: 9.5",1
"Zr: 10.8, Cr: 11.2, Co: 78","el_5500: 10.8, el_2802: 11.2, el_9394: 78",1
"Zr: 10, Al: 0.02, Fe: 89.98","el_5500: 10, el_3486: 0.02, el_7694: 89.98",1
"Zr: 10, Al: 0.04, Fe: 89.96","el_5500: 10, el_3486: 0.04, el_7694: 89.96",1
"Zr: 10, Al: 0.05, Fe: 89.95","el_5500: 10, el_3486: 0.05, el_7694: 89.95",1
"Zr: 10, Al: 0.09, Fe: 89.91","el_5500: 10, el_3486: 0.09, el_7694: 89.91",1
"Zr: 10, Al: 22.5, Fe: 67.5","el_5500: 10, el_3486: 22.5, el_7694: 67.5",1
"Zr: 10, Al: 3, Ni: 7","el_5500: 10, el_3486: 3, el_7611: 7",1
"Zr: 10, Al: 1, Ni: 9","el_5500: 10, el_3486: 1, el_7611: 9",1
"Zr: 10, Cr: 17.1, Co: 72.9","el_5500: 10, el_2802: 17.1, el_9394: 72.9",1
"Zr: 10, Cr: 17, Fe: 73","el_5500: 10, el_2802: 17, el_7694: 73",1
"Zr: 10, Cr: 3, Ni: 7","el_5500: 10, el_2802: 3, el_7611: 7",1
"Zr: 10, Cr: 7, Fe: 83","el_5500: 10, el_2802: 7, el_7694: 83",1
"Zr: 10, Cu: 7, Ni: 3","el_5500: 10, el_1377: 7, el_7611: 3",1
"Zr: 10, Cu: 9, B: 1","el_5500: 10, el_1377: 9, el_8033: 1",1
"Zr: 10, Fe: 22.5, Co: 67.5","el_5500: 10, el_7694: 22.5, el_9394: 67.5",1
"Zr: 10, Fe: 67.5, Co: 22.5","el_5500: 10, el_7694: 67.5, el_9394: 22.5",1
"Zr: 10, Fe: 76.5, Ni: 13.5","el_5500: 10, el_7694: 76.5, el_7611: 13.5",1
"Zr: 10, Fe: 89.91, Ge: 0.09","el_5500: 10, el_7694: 89.91, el_6419: 0.09",1
"Zr: 10, Fe: 89.91, Si: 0.09","el_5500: 10, el_7694: 89.91, el_1995: 0.09",1
"Zr: 10, Fe: 89.95, Ge: 0.05","el_5500: 10, el_7694: 89.95, el_6419: 0.05",1
"Zr: 10, Fe: 89.95, Si: 0.05","el_5500: 10, el_7694: 89.95, el_1995: 0.05",1
"Zr: 10, Fe: 89.96, Ge: 0.04","el_5500: 10, el_7694: 89.96, el_6419: 0.04",1
"Zr: 10, Fe: 89.96, Si: 0.04","el_5500: 10, el_7694: 89.96, el_1995: 0.04",1
"Zr: 10, Fe: 89.98, Ge: 0.02","el_5500: 10, el_7694: 89.98, el_6419: 0.02",1
"Zr: 10, Fe: 89.98, Si: 0.02","el_5500: 10, el_7694: 89.98, el_1995: 0.02",1
"Zr: 10, Ni: 73, B: 17","el_5500: 10, el_7611: 73, el_8033: 17",1
"Zr: 10, Ti: 3, Si: 7","el_5500: 10, el_7235: 3, el_1995: 7",1
"Zr: 10, Ti: 4, Cu: 11","el_5500: 10, el_7235: 4, el_1377: 11",1
"Zr: 10, Ti: 7, Si: 3","el_5500: 10, el_7235: 7, el_1995: 3",1
"Zr: 10, V: 0.02, Fe: 89.98","el_5500: 10, el_4182: 0.02, el_7694: 89.98",1
"Zr: 10, V: 0.04, Fe: 89.96","el_5500: 10, el_4182: 0.04, el_7694: 89.96",1
"Zr: 10, V: 0.05, Fe: 89.95","el_5500: 10, el_4182: 0.05, el_7694: 89.95",1
"Zr: 10, V: 0.09, Fe: 89.91","el_5500: 10, el_4182: 0.09, el_7694: 89.91",1
"Zr: 11, Al: 6, Ni: 3","el_5500: 11, el_3486: 6, el_7611: 3",1
"Zr: 11, Al: 3, Ni: 6","el_5500: 11, el_3486: 3, el_7611: 6",1
"Zr: 11, Cu: 6, Ni: 3","el_5500: 11, el_1377: 6, el_7611: 3",1
"Zr: 11, Cu: 3, Ni: 6","el_5500: 11, el_1377: 3, el_7611: 6",1
"Zr: 11, Nb: 6, Ge: 3","el_5500: 11, el_9559: 6, el_6419: 3",1
"Zr: 11, Nb: 6, Si: 3","el_5500: 11, el_9559: 6, el_1995: 3",1
"Zr: 11, Ta: 6, Si: 3","el_5500: 11, el_7584: 6, el_1995: 3",1
"Zr: 11, Ti: 6, Si: 3","el_5500: 11, el_7235: 6, el_1995: 3",1
"Zr: 11, Ti: 3, Si: 6","el_5500: 11, el_7235: 3, el_1995: 6",1
"Zr: 11, V: 6, Si: 3","el_5500: 11, el_4182: 6, el_1995: 3",1
"Zr: 11.2, Co: 78, Mo: 10.8","el_5500: 11.2, el_9394: 78, el_3373: 10.8",1
"Zr: 11.2, Co: 82.2, W: 6.6","el_5500: 11.2, el_9394: 82.2, el_7486: 6.6",1
"Zr: 11.4, Cr: 11.6, Co: 77","el_5500: 11.4, el_2802: 11.6, el_9394: 77",1
"Zr: 11.5, Co: 74.5, W: 14","el_5500: 11.5, el_9394: 74.5, el_7486: 14",1
"Zr: 11.5, Fe: 84, B: 4.5","el_5500: 11.5, el_7694: 84, el_8033: 4.5",1
"Zr: 11, Al: 2, Ni: 7","el_5500: 11, el_3486: 2, el_7611: 7",1
"Zr: 11, Al: 4, Cu: 5","el_5500: 11, el_3486: 4, el_1377: 5",1
"Zr: 11, Al: 4, Ni: 5","el_5500: 11, el_3486: 4, el_7611: 5",1
"Zr: 11, Al: 57, Ni: 32","el_5500: 11, el_3486: 57, el_7611: 32",1
"Zr: 11, Al: 5, Co: 4","el_5500: 11, el_3486: 5, el_9394: 4",1
"Zr: 11, Al: 5, Ni: 4","el_5500: 11, el_3486: 5, el_7611: 4",1
"Zr: 11, Al: 1, Ni: 8","el_5500: 11, el_3486: 1, el_7611: 8",1
"Zr: 11, Be: 7, Nb: 2","el_5500: 11, el_8846: 7, el_9559: 2",1
"Zr: 11, Be: 9","el_5500: 11, el_8846: 9",1
"Zr: 11, Cu: 14","el_5500: 11, el_1377: 14",1
"Zr: 11, Cu: 5, Ni: 4","el_5500: 11, el_1377: 5, el_7611: 4",1
"Zr: 11, Cu: 7, B: 2","el_5500: 11, el_1377: 7, el_8033: 2",1
"Zr: 11, Cu: 8, B: 1","el_5500: 11, el_1377: 8, el_8033: 1",1
"Zr: 11, Fe: 89","el_5500: 11, el_7694: 89",1
"Zr: 11, Nb: 8, Si: 1","el_5500: 11, el_9559: 8, el_1995: 1",0
"Zr: 11, Ti: 22, Cu: 17","el_5500: 11, el_7235: 22, el_1377: 17",0
"Zr: 11, Ti: 4, Si: 5","el_5500: 11, el_7235: 4, el_1995: 5",1
"Zr: 11, Ti: 5, Si: 4","el_5500: 11, el_7235: 5, el_1995: 4",1
"Zr: 12.2, V: 12, Co: 75.8","el_5500: 12.2, el_4182: 12, el_9394: 75.8",1
"Zr: 12.5, Co: 74.5, Mo: 13","el_5500: 12.5, el_9394: 74.5, el_3373: 13",1
"Zr: 12.5, Co: 80.5, W: 7","el_5500: 12.5, el_9394: 80.5, el_7486: 7",1
"Zr: 12, Al: 3, Cu: 5","el_5500: 12, el_3486: 3, el_1377: 5",1
"Zr: 12, Al: 3, Ni: 5","el_5500: 12, el_3486: 3, el_7611: 5",1
"Zr: 12, Al: 5, Ni: 3","el_5500: 12, el_3486: 5, el_7611: 3",1
"Zr: 12, Al: 7, Ni: 1","el_5500: 12, el_3486: 7, el_7611: 1",0
"Zr: 12, Al: 8, Ni: 5","el_5500: 12, el_3486: 8, el_7611: 5",1
"Zr: 12, Al: 1, Ni: 7","el_5500: 12, el_3486: 1, el_7611: 7",1
"Zr: 12, Be: 5, Nb: 3","el_5500: 12, el_8846: 5, el_9559: 3",0
"Zr: 12, Be: 7, Nb: 1","el_5500: 12, el_8846: 7, el_9559: 1",1
"Zr: 12, Cr: 12.6, Co: 75.4","el_5500: 12, el_2802: 12.6, el_9394: 75.4",1
"Zr: 12, Cr: 3, Ni: 5","el_5500: 12, el_2802: 3, el_7611: 5",1
"Zr: 12, Cu: 3, Ni: 5","el_5500: 12, el_1377: 3, el_7611: 5",1
"Zr: 12, Cu: 5, Ni: 3","el_5500: 12, el_1377: 5, el_7611: 3",1
"Zr: 12, Cu: 7, B: 1","el_5500: 12, el_1377: 7, el_8033: 1",1
"Zr: 12, Fe: 75, B: 13","el_5500: 12, el_7694: 75, el_8033: 13",1
"Zr: 12, Fe: 83, B: 5","el_5500: 12, el_7694: 83, el_8033: 5",1
"Zr: 12, Fe: 85, B: 3","el_5500: 12, el_7694: 85, el_8033: 3",1
"Zr: 12, Ti: 23, Si: 65","el_5500: 12, el_7235: 23, el_1995: 65",1
"Zr: 12, Ti: 3, Si: 5","el_5500: 12, el_7235: 3, el_1995: 5",1
"Zr: 12, Ti: 5, Si: 3","el_5500: 12, el_7235: 5, el_1995: 3",1
"Zr: 12, V: 15, Ni: 23","el_5500: 12, el_4182: 15, el_7611: 23",1
"Zr: 13, Al: 57, Ni: 30","el_5500: 13, el_3486: 57, el_7611: 30",1
"Zr: 13, Al: 8, Ni: 4","el_5500: 13, el_3486: 8, el_7611: 4",1
"Zr: 13, Ti: 12, Si: 75","el_5500: 13, el_7235: 12, el_1995: 75",1
"Zr: 13, Ti: 2, Si: 10","el_5500: 13, el_7235: 2, el_1995: 10",1
"Zr: 13, Al: 2, Cu: 5","el_5500: 13, el_3486: 2, el_1377: 5",1
"Zr: 13, Al: 2, Ni: 5","el_5500: 13, el_3486: 2, el_7611: 5",1
"Zr: 13, Al: 3, Cu: 4","el_5500: 13, el_3486: 3, el_1377: 4",1
"Zr: 13, Al: 3, Ni: 4","el_5500: 13, el_3486: 3, el_7611: 4",1
"Zr: 13, Al: 4, Cu: 3","el_5500: 13, el_3486: 4, el_1377: 3",1
"Zr: 13, Al: 4, Ni: 3","el_5500: 13, el_3486: 4, el_7611: 3",1
"Zr: 13, Al: 5, Ni: 2","el_5500: 13, el_3486: 5, el_7611: 2",1
"Zr: 13, Al: 1, Cu: 6","el_5500: 13, el_3486: 1, el_1377: 6",1
"Zr: 13, Al: 1, Ni: 6","el_5500: 13, el_3486: 1, el_7611: 6",1
"Zr: 13, Be: 4, Nb: 3","el_5500: 13, el_8846: 4, el_9559: 3",0
"Zr: 13, Be: 5, Nb: 2","el_5500: 13, el_8846: 5, el_9559: 2",0
"Zr: 13, Be: 6, Nb: 1","el_5500: 13, el_8846: 6, el_9559: 1",1
"Zr: 13, Be: 7","el_5500: 13, el_8846: 7",1
"Zr: 13, Co: 5, Pd: 2","el_5500: 13, el_9394: 5, el_8322: 2",1
"Zr: 13, Co: 6, Pd: 1","el_5500: 13, el_9394: 6, el_8322: 1",1
"Zr: 13, Co: 74, W: 13","el_5500: 13, el_9394: 74, el_7486: 13",1
"Zr: 13, Cr: 4, Si: 3","el_5500: 13, el_2802: 4, el_1995: 3",1
"Zr: 13, Cu: 5, B: 2","el_5500: 13, el_1377: 5, el_8033: 2",1
"Zr: 13, Cu: 6, B: 1","el_5500: 13, el_1377: 6, el_8033: 1",1
